id,status,sentences
nyt://article/e18fc3a0-1271-50c9-9540-a434dce81a0a,Success,"[""All the union's resources were thrown into a ruthless chive to repel the insurgent thrust, and Yablonski lost by a two‐to‐one margin after the Labor Department had turned a deaf ear to repeated appeals for a crackdown on manifest violations of the Landrum‐Griffin Act guaranteeing the democratic rights of union members.""]"
nyt://article/e1ab4651-664f-5451-822d-f6bbcbd6f1d9,Success,"['ADVERTISEMENT  To the Editor: Sadly, appeals to halt the demolition of the historic Mapes Hotel in Reno, Nev., fell on deaf ears.']"
nyt://article/e1b45d19-c44e-5171-a16f-b09991803364,Success,"['Republicans worry, too, that the Ford White House has, turned a deaf ear, they say, to repeated cries of alarm.']"
nyt://article/e1ca0b0b-2ff2-58e4-86ee-475e9117d684,Success,"[""But precisely because so many party cadres - and their spouses and offspring - are earning big money in these companies, Hu's instruction will likely fall on deaf ears.""]"
nyt://article/e1e622a3-39f0-5038-96c6-ec4e019e9b92,Success,"['But Mr. Rama Rao turned a deaf ear, saying that she was a source of what he called ""great philosophies.""']"
nyt://article/e210fb94-8070-58f2-ae96-a757a717f6ab,Success,['Mr. Greenwald turned a deaf ear to the rumblings of middle managers who were opposed to the idea of worker ownership.']
nyt://article/e2627603-0879-56fe-8f48-7c3248388c27,Success,"[""The Taliban's deputy representative in New York, Noorullah Zadran, said he had presented a fourth request to the United Nations today after three previous ones ''fell on deaf ears.''""]"
nyt://article/e2bbac66-11ba-54fb-99d5-d242ac183261,Success,"[""For much of the 1980's, his concern about credit reports fell on deaf ears.""]"
nyt://article/e2c5cd67-b1ab-5014-9cac-5ec8f4686bbc,Success,"['However, your call for Britain to turn a deaf ear to Sinn Fein after the deaths of two Protestant police officers undermines the peace process.', 'Deaf Ears in Ireland']"
nyt://article/e2cc4fe7-40c1-55f2-a0e5-120042a4b4a8,Success,"['For thirteen weary months they have held you in captivity, subjecting you to insults and imprisonment, and turning a deaf ear to our earnest appeals for your exchange.', 'their immature treble to swell the deafening [???].']"
nyt://article/e308096c-bf26-51eb-b056-f49534a7522d,Success,"['My warnings fall on deaf ears.” Marcus Klein, professor and for several years director of placement for the English Department at the State University of New York at Buffalo, takes a somewhat tougher line.']"
nyt://article/e35bd700-3283-57d3-a125-d8ed071665a1,Success,"[""''Before Sept. 11, you spoke about health insurance, it fell on deaf ears,'' she said.""]"
nyt://article/e38eaabd-e815-5bb1-ae62-8be0715774af,Success,"[""For surely, if you leave and separate your world from ours, turning deaf ears and unseeing eyes, there may come a day when the gulls cry over a dead sea and the mighty ocean's roar is really a sigh.""]"
nyt://article/e3e46f05-6df8-5894-af16-ae4de3f4c42f,Success,"['Mr. Glassman, who is 51, said he turned a deaf ear to radio primarily because of the advertising and because he finds the playlists of his favorite stations too mainstream and limited.']"
nyt://article/e4097156-5710-5811-ad5f-90ea222b984c,Success,"['Democrats acknowledge that the Bush campaign is making an unexpectedly strong pitch to African-American clergy members, but predict it will fall on deaf ears.']"
nyt://article/e43c323e-8a16-5c1b-b170-ec9b1eced8e7,Success,"[""But Mr. Schwarz turned a deaf ear to all pleas, including entreaties from the Netherlands’ Minister that paralleled Mr. Pisani's.""]"
nyt://article/e462df65-8ecd-5078-a34e-26fb9e39859b,Success,"['His comments were reminiscent of British and French calls in recent weeks, which initially seemed to fall on deaf ears in Washington.']"
nyt://article/e48e68d2-c3ad-5e84-8d5f-2a613f14e855,Success,"[""There's no excuse for what he did, and anything he says will fall on deaf ears.''""]"
nyt://article/e49b433d-669f-51b9-8826-e4865e1ff1b0,Success,['This plea may well fall on deaf ears.']
nyt://article/e4aba665-6acc-5411-b18a-2e2462698b11,Success,"['But his advice falls upon deaf ears and subsequently, when the ship is smashed to bits by the ice, Jones and Duke flee from Nuwuk in a sled, into which they throw Talu at the last moment.']"
nyt://article/e4f4cf29-5468-506d-9abe-ba872af021d3,Success,"[""In Japan, Prime Minister Yasuhiro Nakasone, buttressed by the loud outcry over the Korean airliner, turned a deaf ear to Moscow's objections and continued building his military forces.""]"
nyt://article/e5028a60-b3f8-5f2c-9349-c7c02d52187b,Success,['Adult logic fell on deaf ears.']
nyt://article/e53bd197-0214-5f5a-b499-8a838ac60cad,Success,"['Now, as then, the German chancellor, constrained by public hostility to bailouts and convinced that only market pressure can keep profligate countries on the right path, is turning a deaf ear, saying there is no need to act because no one is requesting aid.']"
nyt://article/e54d344a-2c5e-5a96-b04c-9d399d5ed00c,Success,"['Threats of severe penalties by the Asian Handball Federation (AHF) fell on deaf ears in Tokyo when South Korea and Japan defied an order not to take part in the disputed re-run, which was organised after the results from the original qualifying event last year were nullified.']"
nyt://article/e56ad929-8c31-5769-afb8-d3c6d5aee1dc,Success,"['Mr. Maye declared that the subways “are not safe and are going to get worse,” and went on to repeat an earlier charge that Mayor Lindsay “has turned a deaf ear to our requests and to the requests of the Metro politan Transportation Admin istration.” In September, he said, he had asked City Hall to add 1,800 men to the subway police force but the chances of getting them were “nil,” he added.']"
nyt://article/e59dbeb2-91d1-570e-b3a7-b9586735084a,Success,"['He begged of the fellow who attended to his case to spare his boots, but the robber turned a deaf ear to all such requests.']"
nyt://article/e5b1b9d7-70dc-55c0-9515-d4fe54879123,Success,"['No one could quarrel with these ideas, but because Young does not assign responsibility for carrying them out they are likely to fall on deaf ears.']"
nyt://article/e5f52fab-1523-549a-8067-1c7a45d15b5e,Success,"['Dr. Cadeddu, though, said that sort of message is falling on deaf ears.']"
nyt://article/e6288cc7-ca17-57dc-a373-4795eda33aeb,Success,"['We have not striven to gather all the gossip that has lately been afloat concerning the Essex Market Court, but rather have turned a deaf ear to many tales which we preferred to believe idle inventions.']"
nyt://article/e62f2f4a-31a7-5cde-9aaa-f8caa617d26a,Success,"[""''It's the original one, and I turned a deaf ear to any other.""]"
nyt://article/e656d1e5-a0b9-5fe2-ae3e-df4c35733525,Success,"['ADVERTISEMENT Something of an autocrat, Mr. Hall turned a deaf ear over the years to suggestions that he go public with his company.']"
nyt://article/e6577d4b-337c-5da3-9bc6-f10360688ffb,Success,['ADVERTISEMENT  To the Editor:It is inconceivable that the cries of anguish from South Asia will keep falling on deaf ears.']
nyt://article/e66bb457-7b86-56c6-b52a-1e55a321d2f2,Full text is unavailable for this digitized archive article.,['School to Turn a Deaf Ear to Roar of Nearby Jets; CIRCULAR SCHOOL IS SOUND PROOFED']
nyt://article/e69675d0-633a-5b9e-9d35-2986ff589c76,Success,['The Bundesbank has turned a deaf ear to Mr. Lafontaine.']
nyt://article/e6d4a3f9-d9d4-5432-a04e-fe7460642c17,Success,"['It would be ill-advised to lump the complex case of Qaddafi\'s Libya with President George W. Bush\'s hard-core ""axis of evil"" states, Iran and North Korea, or to turn a deaf ear to Qaddafi\'s offers to cooperate in the war on terror.']"
nyt://article/e6e1529a-b734-5a34-b523-fd009a86cc7c,Success,"['There is still some debate about what and when to feed babies, but so much more is known that it is easier for parents to turn a deaf ear to Grandma and make up their own minds or to supplement what their pediatrician tells them.']"
nyt://article/e71a784b-8a06-5f89-b904-d408a221bb91,Success,"[""But later, he said, ''I learned all my avenues of approach fell upon deaf ears.""]"
nyt://article/e730fdbf-2ec8-52b9-9295-b2d476312026,Full text is unavailable for this digitized archive article.,"['LITTLE ROCK.;  Will Fall on Deaf Ears.""']"
nyt://article/e740a381-7210-5b9a-a303-1d94eb3bc772,Success,"[""''When the Democrats start talking about balancing the budget or a strong national defense, it falls on deaf ears.""]"
nyt://article/e757ef5b-ec74-5505-9dd6-fe6b9809bcc4,Success,"[""If a mother tries to justify a father's apparent lack of concern or inconsistent visits and financial support, it may fall on deaf ears, for children ''listen'' to actions more than words.""]"
nyt://article/e75a9b70-fd45-57f5-a4bf-ffe19299ffb0,Success,['Multinational banksand other finance companies turn a deaf ear to them.']
nyt://article/e7678da0-43d6-527d-90ef-f54bc4e6ee6f,Success,"[""She says she turns a deaf ear to the gossip: rumors about boyfriends and Britney's claim to be a virgin despite a wardrobe -- tube tops and hot pants -- that cast her as a woman of vast experience.""]"
nyt://article/e78289fd-b74b-5ed8-9245-5ca3ef5eeda0,Success,"['With Mr. Ecevit effectively turning a deaf ear to allegations of corruption against close colleagues or associates, Mr. Sezer decided to raise the issue at the highest level.']"
nyt://article/e79b4e3b-7a10-58bb-ad18-8c161c265995,Success,['His personal and direct appeal to the legislators last month to restore county sales tax on clothing items costing up to $110 fell on deaf ears even though Mr. Gaffney warned that the additional revenue was desperately needed.']
nyt://article/e7ccab23-5886-59a2-977b-f8f4467d5735,Success,['But the pleas fall on deaf ears.']
nyt://article/e7d276c0-330d-59cd-96bc-88ad7c59bcb5,Success,"['Many solutions have already been suggested to the department and the Port Authority, but this advice fell on deaf ears.']"
nyt://article/e82ebb69-5167-5768-82d3-52f267244eaa,Success,"['“As far as I am concerned,” he added, “700‐million will fall on deaf ears.” ADVERTISEMENT Senator Charles McC.']"
nyt://article/e8a72d6b-8926-5c24-a33e-a65b8c10acb7,Full text is unavailable for this digitized archive article.,['PACIFISTS CORNERED LABOR DELEGATES; Americans Shut Off from Patriotic Socialists DuringMost of Paris Visit.PLEAS FALL ON DEAF EARS Stern Determination to Win the War Asserted by Envoys atLondon Dinner. Laborites Pledge War to End. ']
nyt://article/e8afde75-7a6b-535b-96b9-da5a469c0c5b,Success,"['“These public hearings have been going on for years,” Leah Gruber, the president of the council, explained, “but our city fathers listen to the developers and turn a deaf ear on the people in the community.']"
nyt://article/e8e21c5b-db71-5ced-be6b-92f2e6646a08,Success,"[""''I don't see how they can turn a deaf ear to our claims in light of these memos,'' he said.""]"
nyt://article/e9350e4a-ca1e-5de9-a387-93b53414cbc2,Success,"[""At Asylum Records, a re spected independent label, the company president noted that he had decided not to sign any new artists because he believed that frightened radio stations were cutting back on their play lists and turning a deaf ear to new talent: Meanwhile, the Los Angeles District Attorney's office has begun looking into allegations that record companies have used cocaine and other drugs as payoffs to disk jockeys who promote their recordings.""]"
nyt://article/e978d8d0-d017-5f52-be2f-221787d0ba2a,Success,"['“I got into this because I thought it was really important that there was a Republican — a Republican — out there every day calling out this president for how unfit he is.” ADVERTISEMENT Those calls, however, seemed to fall on deaf ears.']"
nyt://article/e99b55ab-da51-5e59-a2cb-08b3c404ca7e,Success,['Whatever reassurances national leaders offered fell on deaf ears.']
nyt://article/e99ee026-96ca-5594-8fd1-5162d1cf5915,Success,"['Interpretations of the studies’ findings are debated by athlete-skeptics, including the Americans Bode Miller and Julia Mancuso, who said that the entire United States ski team opposes the rule change and that their concerns are falling on deaf ears.']"
nyt://article/e9c201fc-6680-55b4-a8a5-cc3a4131512c,Success,['Israel’s opposition has resonated with some lawmakers who say that the Obama administration has turned a deaf ear to the concerns of a longtime ally to negotiate with Iranian leaders who still denounce the United States.']
nyt://article/e9cb742b-9bfc-56a3-b162-5d57ff83344b,Success,"['In focusing on the Americans turning a deaf ear to calls for more financial regulation, Merkel ""took the role of a schoolteacher,"" it said, and skipped over the fact ""that Germany was one of the top profiteers from the American cheap money policy.""']"
nyt://article/e9cdfab6-3946-59d3-af36-2731b8e12394,Success,"[""But at meetings of the Joint Chiefs of Staff, General Taylor's ideas usually fell on deaf ears.""]"
nyt://article/e9cfd617-c335-51b3-8258-0bbf9dc18acc,Success,"['“Unfortunately,” he concluded, “these arguments fell on deaf ears in that emotionally charged, hawkish, post-9/11 moment, less than four weeks before a midterm election.']"
nyt://article/ea173f4c-b428-557e-b1a6-519337daedc4,Success,"['But against the backdrop of Iraq and Afghanistan, many parents are turning a deaf ear.']"
nyt://article/ea208d4f-287d-5849-97fd-2986a6cfe2d0,Success,"['In the course of the trek, however, the shooting irons do come out of the holsters occasionally and the resulting fireworks and fights are a treat and the carnage among the Red Men appropriate.If Mr. Beery turns noble, finally saving the wagon train and surrendering to the inexorable law, it is only because he has turned a deaf ear to the villainous suggestions of his outlaw sidekick, J. Carrol Naish, while heeding the blandishments of Margaret and the loving but acid harangues of her grandmother, Marjorie Main.']"
nyt://article/ea480f16-6cf5-5ca2-835d-b4391e6cdd8a,Success,"[""The United States is turning a deaf ear to French President Fran,cois Mitterrand's call for parallel negotiations on trade and the dollar and the international monetary system.""]"
nyt://article/ea7f128a-1e2f-51f5-b656-6111254bf161,Success,['SOME TURN A DEAF EAR TO MUSLIM LEADER']
nyt://article/ead12ad7-6b6a-5f93-973e-fdbf078bddc1,Success,"[""Their lack of confidence in the long-term survival of Mr. Gorbachev's program is one reason that the his calls for patience and self-discipline seem to fall on deaf ears.""]"
nyt://article/eaf3b75e-26e2-5cd7-b101-1b0e26fcf334,Success,['His plea fell on deaf ears.']
nyt://article/eaff730d-20cd-507e-9022-4afa2fb1659b,Success,['Mr. Salz’s challenge to America will fall on deaf ears.']
nyt://article/eb1b3aaf-1c23-54dd-9d5d-98f85b3a7166,Success,"['“We do not have the option of picking and choosing which cases we hear,” he said, “of turning people away, or of turning a deaf ear to those who come to the courthouse doors seeking justice.” The speech was filled with new proposals, some of which will carry a price.']"
nyt://article/eb30eb6c-868c-569f-90db-ccf6ce6b84cf,Success,"['At its maintenance bases, managers once turned a deaf ear to mechanics, a group that includes many compulsive and adept problem solvers.']"
nyt://article/ebb73460-db81-5c9c-aa49-762ae8182db2,Success,"[""ADVERTISEMENT Western Europe's Viewpoint But Western Europe, which has less oil, coal and natural uranium of its own than the United States, has turned a deaf ear to the President's pleas.""]"
nyt://article/ec04bbb5-5219-583f-857f-526d166d711d,Success,['I suppose I should have factored in their European accents to the possibility that the reply I was wrestling with might fall on deaf ears.']
nyt://article/ec09b473-84d3-581c-a0f5-7f9b7441addc,Success,"['“The Soviet Union has always insisted on a total ban of such weapons,” the political commentator on the nighttime “Vremya” news program said, “but the Pentagon has turned a deaf ear to reason and conscience.” ADVERTISEMENT']"
nyt://article/ec157322-4a4c-5547-825d-f641e43d104a,Success,"['We must not turn a deaf ear to their cries.""']"
nyt://article/ec466427-1df2-5f18-b007-e257cf99f36d,Success,"['Despite their talk, he said, the unit’s repeated requests for resources fell on deaf ears.']"
nyt://article/ec46b895-7a0a-518c-8bcb-4d1b3b98a4e0,Success,"['Listen to no concession, refuse justice, turn a deaf ear to the demands of the Constitution, and take heed that when revolution is accomplished, you who have sown the wind do not reap the whirlwind.']"
nyt://article/ecb180a1-fc3b-5da5-b114-3a188d6ec11f,Success,"['And if the index is a good barometer, then green-tinged campaigns in Europe may be falling on deaf ears.']"
nyt://article/ece04e56-b9d1-54b4-a9c8-c382d50c2c5c,Success,"['Now when Obama demonizes, it seems clumsy; when he tries to persuade, it falls on deaf ears.']"
nyt://article/ed2319c6-d740-5ce1-8cc6-5f67e309a4c0,Success,"['""I make that point in Washington all the time,"" he said, ""but it falls on deaf ears.""']"
nyt://article/ed2b11c2-168d-5b41-a318-39cda43f9bd3,Success,"[""He also turned a deaf ear to the Chancellor's assurances of American seriousness toward weapons negotiations beginning tomorrow in Geneva.""]"
nyt://article/ed3ed536-96d3-56a0-8ae3-5f11271c6f6b,Success,"['With one prime contractor, the claims of a subcontractor for delay fall upon deaf ears, unless there is a serious flaw in the contract specifications (highly unlikely).']"
nyt://article/ed50a34c-fe83-56da-8cf8-5cf5427cdff4,Success,"['For over seven months, these calls fell on deaf ears.']"
nyt://article/edb7a7ac-4a2a-5192-9177-78c47ff76b02,Success,"['The movie’s opening scene, in which Bernice turns a deaf ear to the pleas of a parole violator, reveals her to be a stern, dispassionate woman who has heard it all and is not easy to fool.']"
nyt://article/edc2db33-55f8-5b1c-aaa9-30f37a9afbb2,Success,"['But he again, to our great shame, Turned a deaf ear.']"
nyt://article/ee065897-8537-54d1-8c6f-218f77fe5582,Success,"['But if that message was intended foremost for Germany, it seemed destined to fall on deaf ears: with two state elections coming up next month, Chancellor Angela Merkel is unlikely to shift her position, popular with voters, against additional help for the economies of struggling European partners.']"
nyt://article/ee137258-4dfa-5f55-8888-10314df4b272,Success,"['They think nothing of blocking a dam or highway project, but let a pair of hawks nest in their building that give the citizens of New York genuine pleasure, they turn deaf ears to what has become a national outcry.']"
nyt://article/ee4ea017-c97a-5305-9427-f23f5364b493,Success,"['In focusing on the Americans turning a deaf ear to calls for more financial regulation, Merkel ""took the role of a schoolteacher,"" it said, and skipped over the fact ""that Germany was one of the top profiteers from the American cheap money policy.""']"
nyt://article/ee5c2451-ae57-565a-b500-74fe151c9727,Success,"['Even as administrators seemed to turn a deaf ear, Ms. Alvia said that teachers were very understanding, excusing the lateness and providing make-up tests when necessary.']"
nyt://article/ee69ceba-5e06-5893-85b8-93bbaeae43b4,Success,"['Ewing turned a deaf ear to it all, fought off the pain, limped past Miami, kept going, right around Smits near the end of Game 1, his last crucial basket in what could still be that championship season.']"
nyt://article/ee6a0739-e7e5-54cc-a28c-84353a83ab86,Success,"['Often, these communities say, they lack the po litical power to do anything about it when Washington turns a deaf ear to their problems.']"
nyt://article/eef7fb40-df8c-5964-9479-49468ee507cd,Success,"['ADVERTISEMENT  To the Editor: One cannot read Arthur M. Schlesinger Jr.’s timely and wise Jan. 1 Op-Ed article, “Folly’s Antidote,” without a twinge of citizen pain at how, four years ago, this White House turned a deaf ear to urgent cautions about invading Iraq from an array of experts who included historians, political scientists, anthropologists, military officers and diplomats.']"
nyt://article/ef14238c-728b-571c-a908-da3b7cc0750f,Success,"['Often, those who complain in public meetings of police misconduct also say their complaints effectively fall on deaf ears.', 'Gone, too, were the drunks who had littered hallways and the deafening music that kept everyone awake.']"
nyt://article/ef3d45db-3d29-5aeb-b7b4-b6c66d41f3e6,Success,"[""We turn a deaf ear to all sounds: the sound of wind, the sound of rain and the sound of reading.''""]"
nyt://article/ef501b9f-f7f2-5e02-bb23-7f54aae80635,Success,"['If they do, Congress, particularly the moderate Republicans, should turn a deaf ear.']"
nyt://article/efa79c64-a34a-5b0c-8848-07703fe4b6c3,Success,['Our argument fell on deaf ears.']
nyt://article/f00a6989-0421-5de8-a57d-38e3e55ef5e7,Success,"['ADVERTISEMENT The formula for educational equalization does little to promote either education or equal opportunity, but Republican attempts to make the system fairer and more cost effective fell on deaf ears - again.']"
nyt://article/f00d1c88-87b2-5fe8-a27e-d3a7757f24e1,Success,"['“What we resent is a government institution turning a deaf ear.” ADVERTISEMENT On the other side of the Périphérique, or ring road, there is also wariness.']"
nyt://article/f0328339-f375-5c09-b7fa-197035be8ed4,Success,"['“My words fell on deaf ears because the unions feel a sense of entitlement, when the rest of the taxpayers are losing their jobs and being asked to contribute more for health care.” But LeRoy Seitz, the Parsippany-Troy Hills superintendent, said school financing was not just about controlling costs at the local level, but also about identifying alternatives at the state level, like a sales tax on luxury goods or a higher income tax on the wealthy.']"
nyt://article/f08155ba-3cc3-5555-a9af-685fcb705cdb,Success,['But the calls for change largely fell on deaf ears; many members characterized the pleas as suggestions that they do not work hard enough.']
nyt://article/f0862c3a-9f5a-5757-9a30-53cc3a1b15f0,Success,['The rich have found it all too easy to turn deaf ears.']
nyt://article/f1091cf6-a627-56cf-a36f-eac3573d57c1,Success,"['ADVERTISEMENT In addition, a group of developing countries called the G-77 complained that their proposals for help fell on deaf ears.']"
nyt://article/f11e4275-b156-519f-8f59-6f94a7e7cb13,Success,['Peru Turns A Deaf Ear To Rebels']
nyt://article/f18309ba-ad56-530b-aeaf-88edef006ddc,Success,"['Even as administrators seemed to turn a deaf ear, Ms. Alvia said that teachers were very understanding, excusing the lateness and providing make-up tests when necessary.']"
nyt://article/f18b64cc-c101-5480-986c-461ccccd59ed,Success,['But that caution fell on deaf ears.']
nyt://article/f1d3b179-4bd0-59fc-9694-d7dca97838b7,Success,"[""Why tell your story to a grand jury where it's going to fall on deaf ears?''""]"
nyt://article/f1d616d0-28f6-5c27-8a6d-4e904a899173,Success,"['ADVERTISEMENT  By Michael Slackman CAIRO \x97 For years, Grand Ayatollah Hossein Ali Montazeri criticized Iran’s supreme leader and argued that the country was not the Islamic democracy it claimed to be, but his words seemed to fall on deaf ears.']"
nyt://article/f22e1c39-4640-59e0-bdd7-1767bad92b47,Success,"['“That’s just simply unacceptable, and their complaints are going to fall on deaf ears, I can tell you that.']"
nyt://article/f24a8d06-ef71-5df8-9762-c9565da9cca9,Success,"['Where abstract appeals on behalf of the faceless needy may fall on deaf ears, appeals from family and neighbors do not.']"
nyt://article/f2689531-0691-5853-8ad1-15aa79967e30,Success,"[""Masses of tournament players, for example, play two‐way Stayman, in which two diamonds is a game‐forcing response to one notrump, turning a deaf ear to Stayman's objections to this corruption of his brainchild.""]"
nyt://article/f2748f91-dd25-5716-962c-59795537bd99,Success,"['"" Srinivasan\'s idea is likely to fall on deaf ears.']"
nyt://article/f29ea282-10ea-5327-a747-2b527698cc83,Success,['ADVERTISEMENT That argument is not falling on deaf ears.']
nyt://article/f2c523fa-4bf3-55f0-a48c-68da08b51485,Success,"['So when Mr. Menendez criticizes President Bush on everything from the war in Iraq to Social Security and the minimum wage, Republicans in South Florida tend to turn a deaf ear.']"
nyt://article/f3248fd2-ac53-53f5-b092-123dde731b36,Success,"['Unfortunately, Iraq has thus far turned a deaf ear to the voices of peace and reason.']"
nyt://article/f34d4f00-d5cb-53b0-aa47-02edb55acfda,Success,['Comments on Staff Let me say that that argument did not fall on deaf ears.']
nyt://article/f38cb572-a542-5187-97b4-4f2eb0043426,Success,"[""But her associates say she has tried to turn a deaf ear to criticism from people who saw her and her son as Hassan's rivals, recognizing as one of them put it, that, ''If you want to attack a man in the Middle East, then the easiest target is his wife.''""]"
nyt://article/f398adbd-d227-584b-9cc6-452de216ae7d,Success,"['For a little farm lady, my mother has great taste.” ADVERTISEMENT Greater taste than the New York theatergoers who turned a deaf ear to “The Gingham Dog” and a blind eye to “Lemon Sky.” Not that Wilson really blames the public for the flop of those two favorably reviewed shows.']"
nyt://article/f39cd6a3-b2ad-567b-ab5c-ba312514f36c,Success,"['Just now, in addition to the “bourgeois” danger, China seems preoccupied with the danger that the latest medley of ideological themes will fall on deaf ears.']"
nyt://article/f3f99572-dc10-5dd4-af8a-e527cc850420,Full text is unavailable for this digitized archive article.,['CALL BY THE FARMS FALLS ON DEAF EARS; Few Respond to Appeal to Spend Part of Vacation in Increasing Food Supply.']
nyt://article/f42bd69d-9f84-52e8-91b2-ddf1de26fe02,Success,['The United States government has turned a deaf ear.']
nyt://article/f472cd26-6e5a-5e63-9a81-d72bc10e1547,Success,"['To reject the prayer of an unhappy people, to expose it as a prey to foreign ambitions, to turn a deaf ear to the cry for union uttered by a whole nation, which has ever loved Spain, would be abjuring the glorious traditions of our history; would be, in fact, an act of treason to our chivalrous and loyal character.']"
nyt://article/f4775870-0739-5876-a4e8-6e3e215ea2a0,Success,"[""During the pre‐casino referendum decade, while Atlantic City slowly deteriorated, winters were quiet, with hardly a ripple of internal strife or talk of such things as master plans, airport development and the mechanics of convention handling: The only people concerned about transportation were ‐the few city commuters whose annual'ebrnplaints fell upon deaf ears.""]"
nyt://article/f47fc3f0-a216-5f6b-bc61-c5bac1e50f86,Success,"['Poles will, of course, continue to attend mass, yet if they perceive that the Church does not share their loathing for the regime, many of them will turn a deaf ear to its pleas for restraint.']"
nyt://article/f4871960-b68f-5279-a6bc-5b0a54f5b39c,Success,"[""Governor Cahill has turned a deaf ear to the Jersey Central's demand for more money.""]"
nyt://article/f48bbafc-09c2-5848-a159-63b5a3920289,Success,"['For the purpose of encouraging emigration to the South, and restoring the lost dignity to labor which has been chief obstacle in the way, and for other reasons, the following important petition is being extensively circulated in this State: To His Excellency Andrew Johnson, President of the United States: We, the undersigned, your petitioners, are colored men of the State of North Carolina, of the age of 21 years and upward, and we humbly come to you with our request, and yet in great confidence, because you are occupying a place so recently filled by a man who had proved himself indeed our friend, and it must be that some of his great and good spirit lingers to bless his successor; and then we are assured that you are a man who gives kind attention to all petitioners, and never turns a deaf ear to any one because he may be in poor or humble circumstances.']"
nyt://article/f4c2e356-8246-55fc-9091-093e2d5fb05a,Success,"['Her cry fell on deaf ears, and she was considered a poor sport.']"
nyt://article/f4c6d60c-469f-5ebe-9b51-299ead35c576,Success,['But his advice fell on deaf ears.']
nyt://article/f4e3886d-5e5c-5013-b904-8fe15e96c72d,Success,"['In “Dreams From My Father,” he writes of arriving with “simple formulas for Third World solidarity,” only to discover that most Kenyans “worked with older maps of identity, more ancient loyalties,” and that his liberal humanism fell on deaf ears.']"
nyt://article/f506b3a0-9682-5ed4-82b3-58c34971b39f,Success,"[""ADVERTISEMENT This doesn't mean that Washington should turn a deaf ear to the demands of the Palestinians, who have a strong case on the basis of American values, and whose fate does have a significant impact on Arab perceptions of the United States.""]"
nyt://article/f524a060-2965-5293-a710-6dfef1af316f,Success,"['By turning a deaf ear to the opinions and expertise of taxi drivers, the commission has approved a design for an impractical and costly device that ultimately does not provide any useful “service enhancements” to the public.']"
nyt://article/f55d2531-e2c1-57f2-8aa3-a9452e56899c,Success,"['ADVERTISEMENT Mr. Trump’s invitation for one-on-one trade negotiations with the United States, Mr. Green said, was likely to fall on deaf ears in Asian countries, many of which went though fierce debates before signing on to the Pacific trade deal and now want to reap its benefits.']"
nyt://article/f56f52dc-b951-50f9-8d4d-1cc2ba286d1b,Success,"[""within the walls of which the destinies of our State were arbitrated, but turned a deaf ear to all advices which SIGEL presumed to offer, and the result of which wise policy was the Lexington disaster, and PRICE's escape from the same place -- two unfortunate events, which SIGEL had even pledged himself to prevent.""]"
nyt://article/f5a96b70-f3f8-5d8c-b492-9939148e232f,Success,"['He has hounded on this war, year after year, turning a deaf ear to the citizens.']"
nyt://article/f5c901b0-cade-5691-bb72-f8af52201786,Success,"['“Everything he says, I’ve been saying all along.” It fell on deaf ears yet again.']"
nyt://article/f65c8321-dd96-5f40-b85f-40faa3414f05,Success,"['ADVERTISEMENT The warnings fell on deaf ears, Brother Kenneth said.']"
nyt://article/f678e8b1-1f1e-5306-a3ad-22df173babab,Success,"[""Mr. Rosenberg has turned a deaf ear to the chorus of voices on Wall Street comparing this period to the early or mid-1920's as a robust one for financial assets.""]"
nyt://article/f67ab5d1-fcbe-53ad-a4ed-40e27330b2ba,Success,['Everyone I asked turned a deaf ear.']
nyt://article/f68720ee-772c-5df9-b4c2-d5e7f3e2caff,Success,"[""Berdych's protestations to the chair fell on deaf ears, and he was soon broken.""]"
nyt://article/f6ac3ef5-6812-5e58-a4b4-48aa160c5077,Success,"[""''No one comes into the house without bringing in some wood,'' is now the phrase to which my children are most frequently turning their deaf ears.""]"
nyt://article/f6d3132e-bdc8-52da-b5f2-7949535e68e5,Success,"[""A directional antenna can improve effective selectivity and capture ratio by focusing on the signals you want and turning a deaf ear on the signals you don't want.""]"
nyt://article/f6fed75a-a8a3-5cc4-a3fe-8dd618c552e5,Success,"[""ADVERTISEMENT  By Dena Kleiman, Special To the New York Times The father of Cheryl Pierson's boyfriend testified emotionally today how he had ''turned a deaf ear'' on his son the one time that the son tried to tell him about Miss Pierson's sexual abuse by her father."", ""''I turned a deaf ear.''""]"
nyt://article/f7128db3-a409-5d8d-a9be-b8bd85b1f888,Success,['Arguments by the foreign oilmen that they could not pass on the added prices to the Government be cause of contractual agree ments with their customers before the tight market de veloped fell on deaf ears.']
nyt://article/f72d39e9-8ecd-56f6-b604-68e62dd07409,Success,"[""ADVERTISEMENT 'It Fell on Deaf Ears' The legality of Rajneeshpuram is also attacked in a suit by Attorney General Frohnmayer in Federal District Court here."", ""''In 1981 we opposed an election for a city charter for Rajneeshpuram, and it fell on deaf ears,'' said Don Smith, a former Antelope city council member who now lives in Albany, Ore. Then, in the 1982 elections, Antelope's city government was taken over by Rajneeshees, who renamed it Rajneesh.""]"
nyt://article/f750af68-c5b9-5833-bb81-6fe19636d157,Full text is unavailable for this digitized archive article.,['Article 1 -- No Title; Communist Agitators as Well as Their Lawyer Sent to Jail. TALKS FELL ON DEAF EARS Reporter Also Imprisoned for Refusing to Disclose Sourceof His Information. Their Talk Little Understood. Dallas Bar Protests.']
